City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
333,Lock Haven,US,41.137,-77.4469,32.29,65,98,8.88,overcast clouds
334,Lianran,CN,24.9227,102.485,39.74,87,0,3.0,clear sky
335,Ayagoz,KZ,47.9714,80.4392,-7.04,95,4,3.53,clear sky
336,Acapulco,MX,16.8634,-99.8901,84.02,61,0,4.61,clear sky
337,Cordoba,AR,-31.4135,-64.1811,82.76,28,20,5.99,few clouds
338,Ukiah,US,39.1502,-123.2078,71.37,48,0,0.2,clear sky
339,Upernavik,GL,72.7868,-56.1549,-12.98,97,100,6.58,overcast clouds
340,Shilka,RU,51.85,116.0333,-10.64,100,99,2.3,overcast clouds
341,Iuna,BR,-20.3458,-41.5358,75.04,84,42,6.33,scattered clouds
342,Gaogou,CN,34.0175,119.1886,32.95,53,100,4.74,light snow
343,Ixtapa,MX,20.7,-105.2,76.23,65,20,9.22,few clouds
344,Yulara,AU,-25.2406,130.9889,69.64,43,0,6.91,clear sky
345,Hay River,CA,60.8156,-115.7999,17.56,86,100,12.66,snow
346,Linares,CL,-35.85,-71.6,97.97,10,0,7.05,clear sky
347,Tomatlan,MX,19.9333,-105.25,90.9,27,22,7.81,few clouds
348,Broome,US,42.2506,-75.833,29.48,63,0,3.0,clear sky
349,Bourail,NC,-21.5667,165.4833,77.83,94,100,6.35,overcast clouds
350,Tezu,IN,27.9167,96.1667,52.0,88,100,3.83,overcast clouds
351,Sangmelima,CM,2.9333,11.9833,72.88,29,100,1.7,overcast clouds
352,Puspokladany,HU,47.3167,21.1167,44.58,66,100,14.47,overcast clouds
353,Churapcha,RU,62.0025,132.4325,-34.58,100,100,3.56,overcast clouds
354,Port Lincoln,AU,-34.7333,135.8667,70.99,69,0,12.59,clear sky
355,Thai Nguyen,VN,21.5928,105.8442,56.98,92,100,1.81,overcast clouds
356,Abramovka,RU,51.1886,41.0202,28.87,95,100,9.64,overcast clouds
357,Pimentel,PE,-6.8367,-79.9342,77.29,61,20,11.5,few clouds
358,Grindavik,IS,63.8424,-22.4338,27.07,74,100,8.05,overcast clouds
359,Cam Ranh,VN,11.9214,109.1591,73.36,83,75,5.75,broken clouds
360,Hualmay,PE,-11.0964,-77.6139,74.75,68,70,10.58,broken clouds
361,Rio Grande,BR,-32.035,-52.0986,78.91,56,56,13.24,broken clouds
362,Yarada,IN,17.65,83.2667,70.12,83,20,2.3,mist
363,Dhidhdhoo,MV,6.8833,73.1,80.49,72,35,9.66,scattered clouds
364,Nizhniy Kuranakh,RU,58.8353,125.4869,-23.12,99,19,2.28,few clouds
365,Tommot,RU,58.9564,126.2925,-27.0,99,44,2.15,scattered clouds
366,Ofaqim,IL,31.3141,34.6203,52.74,80,0,2.77,clear sky
367,Saint Anthony,US,45.0205,-93.218,22.93,74,100,7.0,overcast clouds
368,Furstenfeld,AT,47.05,16.0833,44.26,79,100,4.97,light rain
369,Shingu,JP,33.7333,135.9833,38.91,73,33,6.02,scattered clouds
370,Mabaruma,GY,8.2,-59.7833,76.84,94,97,4.09,overcast clouds
371,Prince Rupert,CA,54.3161,-130.3201,46.49,76,100,18.41,overcast clouds
372,Taltal,CL,-25.4,-70.4833,71.62,62,24,5.68,few clouds
373,Hasaki,JP,35.7333,140.8333,25.2,43,0,24.02,clear sky
374,Lepaterique,HN,14.0667,-87.4667,69.4,54,92,9.33,overcast clouds
375,Plettenberg Bay,ZA,-34.0527,23.3716,74.48,64,94,5.57,overcast clouds
376,Privolzhsk,RU,57.3808,41.2886,10.99,97,100,6.31,overcast clouds
377,Qasigiannguit,GL,68.8193,-51.1922,1.65,99,100,5.39,overcast clouds
378,Ust-Ordynskiy,RU,52.805,104.7508,12.04,99,79,0.56,broken clouds
379,Taoudenni,ML,22.6783,-3.9836,74.12,10,73,8.55,broken clouds
380,Ensley,US,30.5188,-87.2728,59.09,54,0,1.01,clear sky
381,Kodinsk,RU,58.6881,99.1844,8.15,99,100,1.48,overcast clouds
382,Port Hedland,AU,-20.3167,118.5667,84.25,89,50,9.22,scattered clouds
383,Ewa Beach,US,21.3156,-158.0072,77.59,79,0,8.01,clear sky
384,Peniche,PT,39.3558,-9.3811,62.08,69,21,14.99,few clouds
385,Vila Velha,BR,-20.3297,-40.2925,85.95,79,20,8.01,few clouds
386,Manoel Urbano,BR,-8.8389,-69.2597,80.8,90,100,2.24,overcast clouds
387,Nizhnevartovsk,RU,60.9344,76.5531,5.02,92,40,6.71,scattered clouds
388,Dryden,CA,49.7833,-92.7503,7.09,72,0,9.22,clear sky
389,Nome,US,64.5011,-165.4064,-0.33,50,0,8.05,clear sky
390,Maragogi,BR,-9.0122,-35.2225,82.74,66,100,14.25,overcast clouds
391,Hovd,MN,48.0056,91.6419,-13.88,75,12,3.2,few clouds
392,Rangapara,IN,26.8167,92.65,53.64,81,7,4.45,clear sky
393,Alcudia,ES,39.8532,3.1214,55.2,79,27,6.31,scattered clouds
394,Tariba,VE,7.8188,-72.2243,70.36,56,66,3.29,broken clouds
395,Isangel,VU,-19.55,169.2667,77.11,94,100,13.8,moderate rain
396,Miri,MY,4.4148,114.0089,75.34,100,40,0.0,scattered clouds
397,Kattivakkam,IN,13.2167,80.3167,80.08,76,100,9.6,overcast clouds
398,Itaueira,BR,-7.6033,-43.0256,84.6,64,98,3.42,overcast clouds
399,Narsaq,GL,60.9167,-46.05,7.02,72,100,1.16,overcast clouds
400,Kahului,US,20.8947,-156.47,75.85,77,20,12.66,few clouds
401,Zharkent,KZ,44.1628,80.0,26.58,51,89,1.01,overcast clouds
402,Sisimiut,GL,66.9395,-53.6735,0.61,95,100,10.74,overcast clouds
403,Ulaanbaatar,MN,47.9077,106.8832,-16.47,69,0,2.24,clear sky
404,Pedernales,DO,18.0384,-71.744,80.78,61,88,7.05,overcast clouds
405,Platteville,US,42.7342,-90.4785,36.95,75,100,9.22,overcast clouds
406,Lamu,KE,-2.2717,40.902,80.82,87,100,15.46,overcast clouds
407,Waipawa,NZ,-41.4122,175.5153,57.83,78,100,11.56,overcast clouds
408,Tenosique,MX,17.4833,-91.4333,68.7,89,98,3.78,overcast clouds
409,Zhanakorgan,KZ,43.9098,67.2495,32.23,87,100,17.83,overcast clouds
410,Laguna,US,38.421,-121.4238,64.24,64,0,1.01,clear sky
411,Basco,PH,20.4487,121.9702,72.97,70,100,26.78,overcast clouds
412,Pangoa,PE,-12.1167,-73.0,79.0,74,100,2.46,light rain
413,Port Hardy,CA,50.6996,-127.4199,46.76,81,100,14.97,overcast clouds
414,Xining,CN,36.6167,101.7667,9.14,93,62,1.19,broken clouds
415,Tsumeb,NA,-19.2333,17.7167,69.35,80,100,8.5,overcast clouds
416,Chenghai,CN,23.4632,116.768,57.11,72,100,2.24,light rain
417,Honiara,SB,-9.4333,159.95,78.49,88,100,3.51,overcast clouds
418,Bowen,AU,-20.0167,148.2333,71.82,81,76,12.41,broken clouds
419,Kanpur,IN,26.4667,80.35,51.67,66,0,4.21,clear sky
420,Saint-Francois,FR,46.4154,3.9054,47.64,71,100,16.11,overcast clouds
421,Labuan,MY,5.2767,115.2417,80.96,78,20,3.0,few clouds
422,Mananjary,MG,-21.2167,48.3333,78.58,90,100,12.62,light rain
423,Poum,NC,-20.2333,164.0167,80.08,83,100,9.98,overcast clouds
424,Vaitape,PF,-16.5167,-151.75,81.21,75,100,23.0,overcast clouds
425,Thunder Bay,CA,48.4001,-89.3168,18.55,69,75,6.91,broken clouds
426,Pitimbu,BR,-7.4706,-34.8086,86.59,61,17,10.89,few clouds
427,Bose,IT,45.4612,8.0137,42.21,87,100,2.21,overcast clouds
428,Semnan,IR,35.5729,53.3971,39.43,52,4,3.44,clear sky
429,Kholmogory,RU,64.2229,41.656,8.71,95,100,7.74,overcast clouds
430,Bhag,PK,29.0415,67.8239,64.83,25,4,1.81,clear sky
431,Santa Maria,BR,-29.6842,-53.8069,79.9,47,75,6.91,broken clouds
432,Cachoeira Do Sul,BR,-30.0392,-52.8939,86.9,24,5,11.52,clear sky
433,Woodburn,US,45.1437,-122.8554,52.77,100,100,4.61,fog
434,Alberton,CA,46.8168,-64.0654,10.53,70,0,7.05,clear sky
435,Edd,ER,13.9297,41.6925,75.52,71,97,12.06,overcast clouds
436,Saint-Georges,GD,12.0564,-61.7485,85.68,70,20,20.71,few clouds
437,Balkanabat,TM,39.5108,54.3671,39.27,67,27,2.46,scattered clouds
438,Shahgarh,IN,24.3167,79.1333,57.79,35,0,4.79,clear sky
439,Pauini,BR,-7.7136,-66.9764,86.61,60,54,1.61,broken clouds
440,Beloha,MG,-25.1667,45.05,74.12,94,100,19.26,moderate rain
441,Caceres,ES,39.522,-6.3748,46.58,63,5,3.87,clear sky
442,Praia Da Vitoria,PT,38.7333,-27.0667,61.05,94,75,16.06,broken clouds
443,Ovsyanka,RU,55.9575,92.5519,22.17,91,100,4.72,overcast clouds
444,Alice Springs,AU,-23.7,133.8833,62.15,82,0,4.61,clear sky
445,Wuzhou,CN,23.4833,111.3167,53.04,96,100,3.33,overcast clouds
446,Ilulissat,GL,69.2167,-51.1,1.42,55,100,6.91,overcast clouds
447,Guerrero Negro,MX,27.9769,-114.0611,66.49,26,0,4.5,clear sky
448,Plouzane,FR,48.3833,-4.6167,53.78,90,100,19.57,overcast clouds
449,Gizo,SB,-8.103,156.8419,83.03,78,100,12.8,overcast clouds
450,Kasama,ZM,-10.2129,31.1808,59.95,97,99,2.62,overcast clouds
451,Caxito,AO,-8.5785,13.6643,79.45,74,49,5.17,scattered clouds
452,Ahuimanu,US,21.4447,-157.8378,77.36,79,20,5.01,few clouds
453,Namatanai,PG,-3.6667,152.4333,79.36,79,19,3.33,few clouds
454,Yumen,CN,40.2833,97.2,12.67,88,11,14.09,few clouds
455,Ponta Delgada,PT,37.7333,-25.6667,64.51,88,40,13.8,scattered clouds
456,Ortigueira,BR,-24.2083,-50.9494,75.72,84,81,2.57,broken clouds
457,Trofors,NO,65.5333,13.4063,32.36,97,61,4.41,broken clouds
458,Alekseyevka,RU,50.6309,38.6903,27.09,94,98,9.66,overcast clouds
459,Roseburg,US,43.2165,-123.3417,41.11,87,40,3.44,scattered clouds
460,Antofagasta,CL,-23.65,-70.4,74.21,60,0,7.85,clear sky
461,Misratah,LY,32.3754,15.0925,60.39,72,100,6.67,overcast clouds
462,Sakaraha,MG,-22.9,44.5333,72.64,89,100,21.39,light rain
463,Kiama,AU,-34.6833,150.8667,66.99,89,87,1.99,overcast clouds
464,Beringovskiy,RU,63.05,179.3167,-18.35,98,46,7.49,scattered clouds
465,Podosinovets,RU,60.2776,47.0659,12.33,98,89,3.78,overcast clouds
466,Bandarbeyla,SO,9.4942,50.8122,75.87,72,100,14.9,overcast clouds
467,Muros,ES,42.7762,-9.0603,52.84,68,47,10.63,scattered clouds
468,Yerbogachen,RU,61.2767,108.0108,-7.11,100,100,1.95,overcast clouds
469,Burnie,AU,-41.0667,145.9167,55.38,88,12,9.4,few clouds
470,Meulaboh,ID,4.1363,96.1285,76.14,90,100,6.53,moderate rain
471,Tura,IN,25.5198,90.2201,51.69,81,0,2.89,clear sky
472,Lakes Entrance,AU,-37.8811,147.981,52.57,91,8,5.59,clear sky
473,Naze,JP,28.3667,129.4833,51.8,63,100,6.98,overcast clouds
474,Fort Nelson,CA,58.8053,-122.7002,11.79,92,40,8.05,scattered clouds
475,Dingle,PH,10.9995,122.6711,73.38,89,63,8.48,broken clouds
476,Inhambane,MZ,-23.865,35.3833,78.78,89,40,13.8,scattered clouds
477,Aswan,EG,24.0934,32.907,63.7,27,0,6.91,clear sky
478,Russell,US,32.3502,-85.1999,56.48,54,44,6.64,scattered clouds
479,Letnyaya Stavka,RU,45.4306,43.4472,32.49,92,100,26.46,light snow
480,Krasnoturansk,RU,54.3186,91.5639,-1.41,96,100,1.95,overcast clouds
481,Jiayuguan,CN,39.8167,98.3,10.76,97,83,5.66,broken clouds
482,Akyab,MM,20.15,92.9,62.44,60,88,11.9,overcast clouds
483,Kasongo-Lunda,CD,-6.4667,16.8167,70.16,98,100,2.71,moderate rain
484,Zhangye,CN,38.9342,100.4517,13.89,83,86,2.48,overcast clouds
485,Bandundu,CD,-3.3167,17.3667,76.75,75,76,3.85,broken clouds
486,Huntsville,US,34.7304,-86.5861,52.12,47,0,1.99,clear sky
487,Miles City,US,46.4083,-105.8406,44.51,52,0,19.57,clear sky
488,Sorland,NO,67.667,12.6934,35.46,62,100,17.34,overcast clouds
489,Chikwawa,MW,-16.0335,34.8009,76.53,78,96,1.12,overcast clouds
490,Pangkalanbuun,ID,-2.6833,111.6167,74.39,98,100,3.6,overcast clouds
491,Falam,MM,22.9167,93.6833,40.51,54,94,3.22,overcast clouds
492,Det Udom,TH,14.906,105.0784,78.26,58,71,3.31,broken clouds
493,Norman Wells,CA,65.282,-126.8329,-14.76,70,75,12.66,broken clouds
494,Visby,SE,57.6409,18.296,37.76,87,20,12.66,few clouds
495,Bilma,NE,18.6853,12.9164,65.66,14,0,8.52,clear sky
496,Laval,CA,45.57,-73.692,17.13,60,100,5.01,overcast clouds
497,Vercelli,IT,45.3231,8.4153,45.72,60,100,2.06,overcast clouds
498,Seymchan,RU,62.8833,152.4333,-41.13,100,57,0.65,broken clouds
499,Sfantu Gheorghe,RO,45.8667,25.7833,33.26,83,100,2.21,overcast clouds
500,Yarim,YE,14.298,44.3779,55.36,49,98,4.21,overcast clouds
501,Hof,DE,50.3167,11.9167,38.79,91,75,19.57,light rain
502,Nong Phai,TH,15.9903,101.0618,77.07,56,56,2.75,broken clouds
503,Teguldet,RU,57.3064,88.1667,11.48,92,100,4.83,overcast clouds
504,Jinka,ET,5.65,36.65,72.0,31,100,1.36,overcast clouds
505,Tombouctou,ML,20.0,-3.0,70.05,9,0,7.4,clear sky
506,Livingston,GB,55.9029,-3.5226,36.48,82,0,11.5,clear sky
507,Bonito,BR,-21.1211,-56.4819,87.71,44,98,11.23,overcast clouds
508,Atherton,GB,53.5237,-2.4935,45.28,74,100,5.99,overcast clouds
509,Gorontalo,ID,0.5412,123.0595,73.62,95,100,3.62,overcast clouds
510,Havre-Saint-Pierre,CA,50.2334,-63.5986,5.59,51,0,16.11,clear sky
511,Kelo,TD,9.3086,15.8066,80.53,16,0,5.48,clear sky
512,Arman,RU,59.7,150.1667,-4.99,71,4,10.98,clear sky
513,Sakaiminato,JP,35.55,133.2333,35.58,75,75,2.3,broken clouds
514,Mpika,ZM,-11.8343,31.4529,59.88,99,99,2.8,overcast clouds
515,Barbastro,ES,42.0356,0.1269,46.08,58,14,1.28,few clouds
516,Morondava,MG,-20.2833,44.2833,80.8,83,100,18.86,moderate rain
517,Oxford,GB,51.7522,-1.256,48.18,76,75,1.99,broken clouds
518,Wasilla,US,61.5814,-149.4394,26.4,87,100,0.0,fog
519,Kharsawan,IN,22.8,85.8333,59.81,36,75,3.0,broken clouds
520,Saryg-Sep,RU,51.5,95.6,-19.03,100,85,2.57,overcast clouds
521,East Stroudsburg,US,40.9995,-75.1813,31.8,56,100,7.7,overcast clouds
522,Inyonga,TZ,-6.7167,32.0667,65.86,91,100,2.01,overcast clouds
523,Clyde River,CA,70.4692,-68.5914,-32.57,75,0,5.75,clear sky
524,Rocha,UY,-34.4833,-54.3333,71.35,44,0,19.66,clear sky
525,Palmer,US,42.1584,-72.3287,29.03,40,40,1.99,scattered clouds
526,Beyneu,KZ,45.3167,55.2,28.31,79,21,6.4,few clouds
527,Camacha,PT,33.0833,-16.3333,59.76,67,40,16.11,scattered clouds
528,Punta Cardon,VE,11.6581,-70.215,82.81,62,0,16.22,clear sky
529,Bathsheba,BB,13.2167,-59.5167,84.81,61,40,20.71,scattered clouds
530,Mafinga,TZ,-7.25,35.0667,67.73,90,100,4.25,overcast clouds
531,Cozumel,MX,20.5083,-86.9458,77.11,92,100,4.61,overcast clouds
532,Vernon,CA,50.2581,-119.2691,40.3,86,34,1.14,scattered clouds
533,Zaraza,VE,9.3503,-65.3245,97.29,28,54,6.4,broken clouds
534,Nsanje,MW,-16.92,35.262,72.99,93,7,2.35,light rain
535,Hauterive,FR,46.0901,3.4459,48.96,84,100,13.6,overcast clouds
536,Marovoay,MG,-16.1,46.6333,82.54,90,92,4.45,overcast clouds
537,Kismayo,SO,-0.3582,42.5454,78.48,81,80,16.4,broken clouds
538,Amahai,ID,-3.3333,128.9167,77.99,84,79,4.5,broken clouds
539,North Bend,US,43.4065,-124.2243,54.14,80,0,6.91,clear sky
540,Scottsbluff,US,41.8666,-103.6672,41.29,56,75,8.99,broken clouds
541,Iringa,TZ,-7.7667,35.7,58.75,94,100,3.31,overcast clouds
542,Mareeba,AU,-17.0,145.4333,70.45,93,89,2.42,overcast clouds
543,Aguilas,ES,37.4063,-1.5829,59.2,84,9,4.61,clear sky
544,Moranbah,AU,-22.0016,148.0466,67.84,76,1,14.38,clear sky
545,Jiaozuo,CN,35.2397,113.2331,34.32,42,100,4.56,overcast clouds
546,Mahibadhoo,MV,3.7833,72.9667,81.81,64,11,10.6,few clouds
547,Codrington,AU,-38.2667,141.9667,57.51,77,0,9.08,clear sky
548,Kamina,CD,-8.7386,24.9906,64.69,97,100,4.14,moderate rain
549,Acajutla,SV,13.5928,-89.8275,86.94,48,20,10.85,few clouds
550,San Felipe,VE,10.3399,-68.7425,85.35,51,79,7.7,broken clouds
551,Parfenyevo,RU,58.484,43.4088,-5.82,100,100,2.86,overcast clouds
552,Susanville,US,40.4163,-120.653,41.92,51,0,5.01,clear sky
553,Bitung,ID,1.4451,125.1824,77.85,85,100,9.98,overcast clouds
554,Pringsewu,ID,-5.3582,104.9744,72.18,98,100,0.76,moderate rain
555,Trinidad,BO,-14.8333,-64.9,80.58,78,75,6.91,broken clouds
556,Jinan,CN,36.6683,116.9972,33.71,33,100,2.68,overcast clouds
557,Gitega,BI,-3.5,29.95,61.14,86,100,2.84,overcast clouds
558,Candating,PH,15.1481,120.822,78.13,84,78,3.76,broken clouds
559,Rawson,AR,-43.3002,-65.1023,75.85,34,7,15.95,clear sky
560,Marzuq,YE,14.4,46.4667,65.86,32,100,1.74,overcast clouds
561,Luanda,AO,-8.8368,13.2343,78.8,73,20,10.36,few clouds
562,Bisira,PA,8.5196,-81.7115,69.24,55,77,6.98,broken clouds
563,Kruisfontein,ZA,-34.0033,24.7314,76.89,58,100,14.34,overcast clouds
564,Taksimo,RU,56.3444,114.8794,-7.51,96,100,0.78,overcast clouds
565,San Pedro,PH,14.35,121.0167,78.03,77,75,5.75,broken clouds
566,Newport,GB,51.5877,-2.9984,49.01,78,15,5.99,few clouds
567,Yeppoon,AU,-23.1333,150.7333,67.78,76,10,13.24,clear sky
568,Svetlogorsk,BY,52.6333,29.7333,32.11,91,100,13.22,overcast clouds
569,Kaspiyskiy,RU,45.3929,47.3707,32.31,90,97,8.9,overcast clouds
570,Doha,QA,25.2867,51.5333,62.58,59,0,12.66,clear sky
571,Minab,IR,27.1467,57.0801,67.5,62,0,2.3,clear sky
572,Chany,RU,55.3121,76.7647,6.71,82,100,6.82,overcast clouds
573,Taicheng,CN,38.731,113.228,24.24,31,100,1.66,overcast clouds
574,Yurga,RU,55.7231,84.8861,6.26,89,100,3.53,overcast clouds
575,San Ignacio,BZ,17.1561,-89.0714,69.94,94,100,6.91,overcast clouds
576,Adre,TD,13.4667,22.2,66.42,12,0,13.09,clear sky
577,Roald,NO,62.5833,6.1333,39.99,75,75,11.5,light rain
578,Hambantota,LK,6.1241,81.1185,79.14,83,40,8.05,scattered clouds
579,Muhlacker,DE,48.95,8.8333,46.76,87,100,27.02,light rain
580,Almaty,KZ,43.25,76.95,39.11,38,100,15.66,light rain
581,Nemuro,JP,43.3236,145.575,24.96,74,97,16.84,overcast clouds
582,Lasa,IT,46.6166,10.7002,43.54,67,100,4.97,overcast clouds
583,Batemans Bay,AU,-35.7167,150.1833,63.1,88,70,7.43,broken clouds
584,Valpacos,PT,41.6075,-7.3109,49.73,64,100,1.43,overcast clouds
585,Kalianget,ID,-7.05,113.9333,78.01,87,56,10.45,broken clouds
586,Sohag,EG,26.557,31.6948,61.09,43,0,8.57,clear sky
587,Luang Prabang,LA,19.8856,102.1347,62.29,99,19,1.5,few clouds
588,Piracuruca,BR,-3.9281,-41.7092,87.08,60,87,8.43,overcast clouds
589,Bukene,TZ,-4.2333,32.8833,66.81,81,100,3.53,overcast clouds
590,Tenango,MX,18.65,-98.1833,77.83,32,5,6.58,clear sky
591,Tirana,AL,41.3275,19.8189,47.28,71,20,3.44,few clouds
592,El Corpus,HN,14.7,-88.9167,77.68,83,100,4.61,overcast clouds
593,Glenwood Springs,US,39.5505,-107.3248,35.13,69,40,3.44,scattered clouds
594,Rio Branco,BR,-9.9747,-67.81,88.41,66,40,5.75,scattered clouds
595,Monkey Bay,MW,-14.0728,34.9201,76.6,73,76,1.1,light rain
596,Nyurba,RU,63.2842,118.3319,-3.71,99,100,5.57,overcast clouds
597,Minbu,MM,20.1833,94.8833,63.48,45,29,6.15,scattered clouds
598,Mount Isa,AU,-20.7333,139.5,76.77,65,75,5.75,broken clouds
599,Nishihara,JP,26.1842,127.7558,58.28,65,75,6.91,broken clouds
600,San Luis,AR,-33.295,-66.3356,78.71,14,0,5.82,clear sky
601,Amberieu-En-Bugey,FR,45.9589,5.3432,48.18,86,100,8.14,overcast clouds
602,Eureka,US,40.8021,-124.1637,56.01,77,9,1.01,clear sky
603,Andenes,NO,69.3143,16.1194,31.98,74,75,10.36,broken clouds
604,Adrar,MR,20.5022,-10.0711,73.11,8,0,9.17,clear sky
605,Kupang,ID,-10.1667,123.5833,78.84,85,36,7.2,scattered clouds
606,Saint-Pierre,RE,-21.3393,55.4781,78.48,78,0,4.61,clear sky
607,Anori,BR,-3.7728,-61.6442,81.3,89,100,3.42,overcast clouds
608,Impfondo,CG,1.6381,18.0667,78.26,27,32,0.83,scattered clouds
609,Waingapu,ID,-9.6567,120.2641,78.94,85,97,4.72,overcast clouds
610,Bac Ninh,VN,21.1833,106.05,57.29,90,99,1.23,overcast clouds
611,Batticaloa,LK,7.7102,81.6924,76.86,79,100,7.61,overcast clouds
612,Gondanglegi,ID,-7.7479,112.0132,75.04,96,100,2.51,overcast clouds
613,Gunjur,GM,13.2019,-16.7339,91.47,46,1,6.91,clear sky
614,Rognan,NO,67.0953,15.3878,30.34,83,100,7.74,overcast clouds
615,Bulgan,MN,48.8125,103.5347,-1.68,84,17,3.89,few clouds
616,Omboue,GA,-1.5746,9.2618,78.31,85,11,5.46,light rain
617,Juneau,US,58.3019,-134.4197,42.22,98,100,8.99,overcast clouds
618,Port Keats,AU,-14.25,129.55,78.17,86,100,6.67,overcast clouds
619,Tambopata,PE,-12.7333,-69.1833,71.49,100,100,12.66,heavy intensity rain
620,Jacareacanga,BR,-6.2222,-57.7528,83.68,76,100,2.57,overcast clouds
621,Alpena,US,45.0617,-83.4327,30.18,72,100,4.0,overcast clouds
622,Lamar,US,33.6668,-95.5836,52.36,40,0,9.22,clear sky
623,Fukue,JP,32.6881,128.8419,43.88,62,95,17.6,overcast clouds
624,Alta Floresta,BR,-9.8756,-56.0861,89.42,62,40,5.75,scattered clouds
625,Itoman,JP,26.1247,127.6694,59.02,62,75,9.22,broken clouds
626,Iwanai,JP,42.9744,140.5089,24.94,79,100,7.76,light snow
627,Senanga,ZM,-16.1167,23.2667,68.65,91,100,8.48,moderate rain
628,Cimitarra,CO,6.3142,-73.9497,88.39,56,50,2.44,scattered clouds
629,Vikesa,NO,58.6376,6.0913,36.37,77,97,11.41,overcast clouds
630,Mount Pleasant,US,32.7941,-79.8626,46.38,61,100,3.0,overcast clouds
631,Concepcion,CL,-36.827,-73.0498,75.27,45,0,9.82,clear sky
632,Phan Thiet,VN,10.9333,108.1,73.53,78,100,6.53,overcast clouds
633,Falun,SE,60.6036,15.626,30.94,93,100,2.64,overcast clouds
634,Vazhiny,RU,60.9644,34.0222,23.9,92,100,8.9,overcast clouds
635,Manaus,BR,-3.1019,-60.025,79.29,89,75,6.91,broken clouds
636,Bertoua,CM,4.5833,13.6833,75.69,25,74,2.95,broken clouds
637,Cabangahan,PH,9.0781,122.9469,78.39,78,90,16.2,overcast clouds
638,Ahome,MX,25.9167,-109.1833,72.01,42,0,9.66,clear sky
639,College,US,64.8569,-147.8028,-1.71,78,100,3.44,light snow
640,Sawtell,AU,-30.3833,153.1,65.19,94,40,13.8,scattered clouds
641,Pirassununga,BR,-21.9961,-47.4258,83.21,65,75,6.91,broken clouds
642,Riyadh,SA,24.6877,46.7219,55.54,39,0,8.23,clear sky
643,Manturovo,RU,58.3353,44.7619,-3.14,100,100,2.62,overcast clouds
644,Okhotsk,RU,59.3833,143.3,-0.83,69,100,12.15,overcast clouds
645,Sisophon,KH,13.5859,102.9737,79.23,55,57,4.56,broken clouds
646,Lodja,CD,-3.4833,23.4333,71.37,89,100,2.48,light rain
647,Raga,SS,8.4596,25.678,69.91,18,95,4.36,overcast clouds
648,Outlook,CA,51.5001,-107.0513,31.69,85,100,10.71,overcast clouds
649,El Alto,PE,-4.2714,-81.2147,82.06,67,17,15.39,few clouds
650,Ambon,ID,-3.6954,128.1814,75.34,94,40,5.75,moderate rain
651,Vallenar,CL,-28.5708,-70.7581,87.82,22,0,11.48,clear sky
652,Jalingo,NG,8.8833,11.3667,80.2,15,2,6.2,clear sky
653,La Asuncion,VE,11.0333,-63.8628,85.73,58,30,18.41,scattered clouds
654,Erdenet,MN,49.0333,104.0833,-3.26,88,19,4.12,few clouds
655,Verkhnevilyuysk,RU,63.4453,120.3167,-7.22,98,100,5.66,overcast clouds
656,Konevo,RU,62.1215,39.3192,11.84,94,100,8.1,overcast clouds
657,Marawi,PH,7.9986,124.2928,65.64,91,25,1.86,scattered clouds
658,Tautira,PF,-17.7333,-149.15,86.02,76,61,21.32,light rain
659,Trairi,BR,-3.2778,-39.2689,83.91,65,76,10.92,broken clouds
660,Corrente,BR,-3.7367,-43.3394,83.88,73,83,3.69,broken clouds
661,Hervey Bay,AU,-25.2986,152.8535,68.11,93,18,10.0,light rain
662,Steinbach,DE,50.1667,8.5667,44.29,88,75,4.0,broken clouds
663,Kenora,CA,49.8167,-94.4337,7.99,72,20,5.75,few clouds
664,Bairiki,KI,1.3292,172.9752,80.6,83,40,6.91,scattered clouds
665,Orange Cove,US,36.6244,-119.3137,59.77,34,0,3.98,clear sky
