City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
264,San Francisco,US,2022-02-06 15:41:00,37.7749,-122.4194,56.32,86,20,1.01
265,Korem,ET,2022-02-06 15:42:17,12.5058,39.5228,54.32,81,37,6.93
266,Port Elizabeth,ZA,2022-02-06 15:37:29,-33.918,25.5701,84.09,83,0,24.16
267,Pochutla,MX,2022-02-06 15:42:17,15.7432,-96.4661,81.82,42,5,3.98
268,Rabat,MA,2022-02-06 15:40:38,33.9911,-6.8401,67.05,75,3,9.22
269,Henties Bay,NA,2022-02-06 15:42:17,-22.116,14.2845,72.86,79,79,8.37
270,Algiers,DZ,2022-02-06 15:42:18,36.7525,3.042,58.82,67,40,17.27
271,Dubbo,AU,2022-02-06 15:39:08,-32.25,148.6167,57.33,82,31,8.05
272,Manaure,CO,2022-02-06 15:42:18,11.7751,-72.4445,84.31,56,2,9.24
273,Enterprise,US,2022-02-06 15:42:18,36.0252,-115.2419,52.09,32,0,4.0
274,Bubaque,GW,2022-02-06 15:41:08,11.2833,-15.8333,78.4,64,9,10.56
275,Holme,DK,2022-02-06 15:42:19,56.1138,10.1725,37.26,87,99,10.76
276,Lata,PT,2022-02-06 15:43:19,40.1629,-8.3327,66.34,29,65,6.06
277,Idlib,SY,2022-02-06 15:43:19,35.9306,36.6339,47.59,83,93,6.73
278,Sonoita,MX,2022-02-06 15:43:19,31.85,-112.8333,55.36,18,2,4.29
279,Okhotsk,RU,2022-02-06 15:43:19,59.3833,143.3,-2.38,67,17,14.16
280,Mitu,CO,2022-02-06 15:43:20,1.1983,-70.1733,86.5,57,59,2.95
281,Meadow Lake,US,2022-02-06 15:43:20,34.8014,-106.5436,38.14,43,0,1.77
282,Luderitz,NA,2022-02-06 15:39:18,-26.6481,15.1594,70.9,72,25,11.72
283,Kailua,US,2022-02-06 15:43:20,21.4022,-157.7394,73.74,80,75,9.22
284,Hualmay,PE,2022-02-06 15:39:32,-11.0964,-77.6139,73.81,71,97,8.9
285,Conde,BR,2022-02-06 15:43:21,-7.2597,-34.9075,87.26,51,20,9.22
286,Mezen,RU,2022-02-06 15:43:21,65.8522,44.24,15.03,93,100,11.16
287,Muros,ES,2022-02-06 15:38:46,42.7762,-9.0603,61.68,54,60,10.8
288,Hendrina,ZA,2022-02-06 15:43:21,-26.1588,29.7153,70.29,55,73,10.78
289,Starup,DK,2022-02-06 15:43:21,55.241,9.535,41.29,71,100,15.95
290,Veraval,IN,2022-02-06 15:43:22,20.9,70.3667,68.74,67,6,8.61
291,Eureka,US,2022-02-06 15:43:22,40.8021,-124.1637,38.59,53,57,3.2
292,Vreden,DE,2022-02-06 15:43:22,52.0379,6.828,46.45,80,100,21.36
293,Itaituba,BR,2022-02-06 15:43:22,-4.2761,-55.9836,86.16,74,40,5.75
294,Bardsir,IR,2022-02-06 15:43:23,29.9227,56.5743,42.85,31,0,3.69
295,Tura,IN,2022-02-06 15:38:53,25.5198,90.2201,53.76,78,27,3.2
296,Fiditi,NG,2022-02-06 15:43:23,7.7136,3.9172,96.85,12,0,2.15
297,Ilhabela,BR,2022-02-06 15:43:23,-23.7781,-45.3581,82.72,82,100,3.6
298,Korla,CN,2022-02-06 15:43:24,41.7597,86.1469,25.09,44,10,4.92
299,Charagua,BO,2022-02-06 15:43:24,-19.8,-63.2167,76.57,50,97,11.12
300,Samaipata,BO,2022-02-06 15:43:24,-18.15,-63.8667,55.04,95,100,4.52
301,Hay River,CA,2022-02-06 15:40:58,60.8156,-115.7999,6.78,85,100,14.97
302,Tsabong,BW,2022-02-06 15:43:24,-26.0217,22.401,84.72,36,99,15.03
303,Morondava,MG,2022-02-06 15:43:25,-20.2833,44.2833,80.47,83,100,21.18
304,Boda,CF,2022-02-06 15:43:25,4.3189,17.4695,94.59,13,51,5.93
305,Zhangye,CN,2022-02-06 15:43:25,38.9342,100.4517,14.83,90,66,3.44
306,Teahupoo,PF,2022-02-06 15:43:26,-17.8333,-149.2667,75.16,76,62,22.75
307,Cabedelo,BR,2022-02-06 15:43:26,-6.9811,-34.8339,88.47,56,45,10.13
308,Sechura,PE,2022-02-06 15:40:29,-5.5569,-80.8222,79.56,59,92,9.46
309,Jumla,NP,2022-02-06 15:43:26,29.2747,82.1838,33.98,68,21,5.61
310,Alyangula,AU,2022-02-06 15:43:26,-13.8483,136.4192,80.47,89,40,6.91
311,Concordia,AR,2022-02-06 15:43:27,-31.393,-58.0209,71.67,49,75,16.11
312,Osakarovka,KZ,2022-02-06 15:43:27,50.565,72.5692,7.41,66,3,14.83
313,Labuhan,ID,2022-02-06 15:43:27,-6.8844,112.2051,78.64,90,100,8.28
314,Venado Tuerto,AR,2022-02-06 15:43:27,-33.7456,-61.9688,72.79,37,0,12.37
315,Pringsewu,ID,2022-02-06 15:43:28,-5.3582,104.9744,73.85,96,96,0.98
316,Marsaxlokk,MT,2022-02-06 15:43:28,35.8419,14.5431,59.07,88,20,8.05
317,Nantucket,US,2022-02-06 15:43:28,41.2835,-70.0995,30.31,63,100,9.22
318,Yeppoon,AU,2022-02-06 15:39:26,-23.1333,150.7333,71.38,75,13,15.88
319,Ibipeba,BR,2022-02-06 15:44:28,-11.6408,-42.0111,86.86,44,98,4.36
320,Djambala,CG,2022-02-06 15:44:29,-2.5447,14.7533,78.73,58,98,2.98
321,Joshimath,IN,2022-02-06 15:44:29,30.5667,79.5667,43.88,66,89,3.02
322,Lorengau,PG,2022-02-06 15:44:29,-2.0226,147.2712,81.72,78,96,6.31
323,Quirinopolis,BR,2022-02-06 15:44:30,-18.4483,-50.4517,83.1,67,91,3.71
324,Verkhnevilyuysk,RU,2022-02-06 15:44:30,63.4453,120.3167,-6.92,99,100,4.99
325,Ankpa,NG,2022-02-06 15:44:30,7.3706,7.6253,95.23,10,15,6.08
326,Russell,US,2022-02-06 15:44:31,32.3502,-85.1999,48.38,56,2,9.06
327,Pullman,US,2022-02-06 15:44:31,46.7313,-117.1796,35.91,91,0,10.0
328,Harindanga,IN,2022-02-06 15:44:31,22.0383,88.3214,64.38,51,63,2.91
329,Vila Franca Do Campo,PT,2022-02-06 15:41:35,37.7167,-25.4333,64.81,84,77,14.61
330,Khandyga,RU,2022-02-06 15:44:31,62.6667,135.6,-37.8,99,100,2.21
331,Tateyama,JP,2022-02-06 15:44:32,34.9833,139.8667,37.42,47,36,9.13
332,Port Augusta,AU,2022-02-06 15:44:32,-32.5,137.7667,77.14,26,51,9.93
333,Barahona,DO,2022-02-06 15:44:32,18.2085,-71.1008,82.22,69,40,0.0
334,Abu Dhabi,AE,2022-02-06 15:39:51,24.4667,54.3667,68.11,61,0,3.0
335,Beboto,TD,2022-02-06 15:44:32,8.2668,16.939,94.69,10,50,6.06
336,Castelo Do Piaui,BR,2022-02-06 15:44:33,-5.3222,-41.5525,90.36,46,75,3.27
337,Pedernales,DO,2022-02-06 15:44:33,18.0384,-71.744,78.46,61,7,6.89
338,Ixtapa,MX,2022-02-06 15:44:33,20.7,-105.2,65.43,94,20,4.61
339,Candido Mendes,BR,2022-02-06 15:44:34,-1.4467,-45.7167,84.45,71,88,7.45
340,Chardara,KZ,2022-02-06 15:44:34,41.2547,67.9692,41.88,70,100,17.05
341,Hudson Bay,CA,2022-02-06 15:44:34,52.85,-102.3842,-10.55,97,66,3.94
342,Khani,GE,2022-02-06 15:44:34,41.9563,42.9566,26.17,99,100,1.61
343,Filingue,NE,2022-02-06 15:44:35,14.3521,3.3168,88.39,8,0,11.23
344,Ossora,RU,2022-02-06 15:44:35,59.2353,163.0719,7.9,72,100,12.64
345,Qufu,CN,2022-02-06 15:44:35,35.5967,116.9911,35.06,29,100,3.24
346,Belyy Yar,RU,2022-02-06 15:44:35,53.6039,91.3903,-2.31,84,99,2.24
347,Banda Aceh,ID,2022-02-06 15:44:35,5.5577,95.3222,77.76,87,100,9.95
348,Warrnambool,AU,2022-02-06 15:44:36,-38.3833,142.4833,61.81,79,0,10.51
349,Waipawa,NZ,2022-02-06 15:44:36,-41.4122,175.5153,56.44,80,100,10.6
350,Bosaso,SO,2022-02-06 15:44:36,11.2842,49.1816,75.85,69,75,3.06
351,Guaruja,BR,2022-02-06 15:44:36,-23.9931,-46.2564,91.26,49,0,6.91
352,Eyemouth,GB,2022-02-06 15:44:37,55.8713,-2.0901,41.04,73,100,24.11
353,Batagay-Alyta,RU,2022-02-06 15:44:37,67.8006,130.4114,-25.02,99,100,3.2
354,Ust-Nera,RU,2022-02-06 15:39:47,64.5667,143.2,-23.6,74,6,3.02
355,Whitehorse,CA,2022-02-06 15:39:52,60.7161,-135.0538,30.97,86,20,14.97
356,Kajaani,FI,2022-02-06 15:44:37,64.2273,27.7285,24.85,93,100,16.11
357,Buba,GW,2022-02-06 15:44:38,11.5833,-15.0,102.09,15,4,6.22
358,Mehamn,NO,2022-02-06 15:44:38,71.0357,27.8492,30.38,86,0,33.38
359,Petropavlovsk-Kamchatskiy,RU,2022-02-06 15:44:38,53.0452,158.6483,28.99,59,75,20.13
360,Itarema,BR,2022-02-06 15:44:38,-2.9248,-39.9167,87.03,59,29,13.8
361,Aklavik,CA,2022-02-06 15:44:39,68.2191,-135.0107,-14.8,76,40,16.11
362,Cairns,AU,2022-02-06 15:44:39,-16.9167,145.7667,75.15,93,75,5.75
363,Laramie,US,2022-02-06 15:44:23,41.3114,-105.5911,24.96,91,80,4.7
364,Requena,ES,2022-02-06 15:44:39,39.4883,-1.1004,55.8,36,7,4.47
365,Hami,CN,2022-02-06 15:45:40,42.8,93.45,28.08,28,79,15.59
366,Saint-Joseph,RE,2022-02-06 15:41:52,-21.3667,55.6167,79.18,77,100,12.5
367,Christchurch,NZ,2022-02-06 15:44:58,-43.5333,172.6333,53.33,87,75,1.14
368,Houma,US,2022-02-06 15:45:40,29.5958,-90.7195,48.0,69,0,3.44
369,Svarstad,NO,2022-02-06 15:45:40,59.399,9.9698,37.99,56,5,1.01
370,Luanda,AO,2022-02-06 15:44:09,-8.8368,13.2343,86.0,62,20,11.5
371,Shingu,JP,2022-02-06 15:45:40,33.7333,135.9833,39.9,70,6,6.69
372,Independencia,BR,2022-02-06 15:45:41,-5.3964,-40.3086,95.95,30,43,6.26
373,Port-Cartier,CA,2022-02-06 15:42:14,50.0334,-66.8654,2.75,71,16,4.81
374,Bilma,NE,2022-02-06 15:40:59,18.6853,12.9164,76.12,9,0,10.13
375,Broken Hill,AU,2022-02-06 15:45:41,-31.95,141.4333,73.11,35,40,12.66
376,Baker City,US,2022-02-06 15:43:34,44.7749,-117.8344,8.31,85,40,0.0
377,Catuday,PH,2022-02-06 15:45:41,16.2923,119.8062,76.39,70,29,9.78
378,Vanimo,PG,2022-02-06 15:45:42,-2.6741,141.3028,78.42,86,87,4.63
379,Birao,CF,2022-02-06 15:45:42,10.2849,22.7882,82.96,10,71,10.98
380,Lazaro Cardenas,MX,2022-02-06 15:45:42,17.9583,-102.2,80.74,45,4,1.3
381,Shostka,UA,2022-02-06 15:45:42,51.863,33.4698,30.16,93,91,10.76
382,Dubai,AE,2022-02-06 15:43:22,25.2582,55.3047,72.21,49,0,14.97
383,Biltine,TD,2022-02-06 15:45:42,14.5333,20.9167,80.26,9,97,13.6
384,West Bay,KY,2022-02-06 15:45:43,19.3667,-81.4167,83.07,66,20,1.99
385,Harper,LR,2022-02-06 15:45:43,4.375,-7.7169,83.8,67,86,9.8
386,Palmares Do Sul,BR,2022-02-06 15:45:44,-30.2578,-50.5097,81.39,49,9,12.39
387,Yicheng,CN,2022-02-06 15:45:44,31.3705,119.8703,38.71,67,100,12.55
388,Kenai,US,2022-02-06 15:45:44,60.5544,-151.2583,21.15,90,0,0.0
389,Airai,TL,2022-02-06 15:45:41,-8.9266,125.4092,61.97,93,73,1.23
390,Nueva Colombia,PY,2022-02-06 15:45:44,-25.1833,-57.35,84.38,48,0,11.5
391,Preeceville,CA,2022-02-06 15:45:45,51.95,-102.6677,-14.58,99,18,4.32
392,Sidi Ali,DZ,2022-02-06 15:45:45,36.0998,0.4206,57.74,68,12,17.0
393,Birjand,IR,2022-02-06 15:45:45,32.8663,59.2211,43.27,42,20,6.91
394,Codrington,AU,2022-02-06 15:45:45,-38.2667,141.9667,61.72,69,0,11.72
395,Tilichiki,RU,2022-02-06 15:45:46,60.4667,166.1,-13.83,87,65,9.48
396,Sao Joao Da Barra,BR,2022-02-06 15:45:03,-21.6403,-41.0511,86.09,78,4,16.22
397,Buchanan,LR,2022-02-06 15:45:46,5.8808,-10.0467,84.16,69,56,11.72
398,Teknaf,BD,2022-02-06 15:45:46,20.8624,92.3058,61.2,61,100,11.59
399,Charters Towers,AU,2022-02-06 15:40:48,-20.1,146.2667,70.38,76,1,10.63
400,Dawei,MM,2022-02-06 15:45:46,14.0833,98.2,74.46,87,93,2.77
401,Canutama,BR,2022-02-06 15:45:47,-6.5339,-64.3831,86.86,64,99,2.19
402,Benguela,AO,2022-02-06 15:44:11,-12.5763,13.4055,80.33,60,70,9.01
403,Adelaide,AU,2022-02-06 15:45:23,-34.9333,138.6,79.11,29,0,5.99
404,Soloneshnoye,RU,2022-02-06 15:45:47,51.6544,84.3197,9.18,89,6,5.44
405,Opopeo,MX,2022-02-06 15:45:47,19.4,-101.6,64.89,34,5,3.85
406,Herat,AF,2022-02-06 15:45:47,34.5,62.0,42.82,70,4,4.47
407,Lermontovka,RU,2022-02-06 15:45:48,47.1453,134.3383,-3.98,100,100,3.31
408,Lewiston,US,2022-02-06 15:45:48,44.1003,-70.2148,18.72,53,6,1.99
409,Port Lincoln,AU,2022-02-06 15:45:48,-34.7333,135.8667,70.23,71,1,12.39
410,Bonthe,SL,2022-02-06 15:45:48,7.5264,-12.505,87.04,58,5,14.63
411,Chivacoa,VE,2022-02-06 15:46:49,10.1603,-68.895,82.63,48,28,4.0
412,Kiruna,SE,2022-02-06 15:46:49,67.8557,20.2251,20.32,93,100,5.75
413,Richards Bay,ZA,2022-02-06 15:46:50,-28.783,32.0377,74.55,88,23,8.5
414,Kannapolis,US,2022-02-06 15:46:50,35.4874,-80.6217,36.61,52,0,1.01
415,Daniel Flores,CR,2022-02-06 15:46:50,9.3355,-83.6694,81.77,53,1,3.96
416,Buraydah,SA,2022-02-06 15:46:50,26.326,43.975,61.25,31,0,7.31
417,Lompoc,US,2022-02-06 15:42:36,34.6391,-120.4579,60.78,77,0,5.75
418,Kyzyl-Suu,KG,2022-02-06 15:46:51,42.3414,78.0056,23.38,70,100,6.26
419,Kidal,ML,2022-02-06 15:46:51,18.4411,1.4078,80.33,7,0,13.09
420,Coquimbo,CL,2022-02-06 15:46:51,-29.9533,-71.3436,65.93,77,40,9.22
421,Mount Isa,AU,2022-02-06 15:46:52,-20.7333,139.5,76.77,65,75,9.22
422,Urumqi,CN,2022-02-06 15:46:52,43.801,87.6005,-1.25,85,5,2.24
423,Kantang,TH,2022-02-06 15:46:52,7.4054,99.5156,75.81,86,64,3.98
424,Ambilobe,MG,2022-02-06 15:46:52,-13.2,49.05,75.99,91,16,4.36
425,Rio Grande,BR,2022-02-06 15:44:58,-32.035,-52.0986,75.31,63,62,16.87
426,Thessalon,CA,2022-02-06 15:46:53,46.2501,-83.5666,21.96,93,100,10.33
427,Stornoway,GB,2022-02-06 15:46:53,58.2093,-6.3865,38.03,75,40,8.01
428,Vao,NC,2022-02-06 15:46:53,-22.6667,167.4833,79.66,85,90,2.17
429,Banjar,ID,2022-02-06 15:46:54,-8.19,114.9675,78.66,93,100,3.02
430,Sinnamary,GF,2022-02-06 15:46:54,5.3833,-52.95,82.26,74,89,8.77
431,Bilibino,RU,2022-02-06 15:46:54,68.0546,166.4372,-17.9,78,14,4.52
432,Cabo San Lucas,MX,2022-02-06 15:46:06,22.8909,-109.9124,67.51,75,40,3.44
433,Lubyany,RU,2022-02-06 15:46:54,56.0378,51.4,24.44,98,100,1.43
434,Atbasar,KZ,2022-02-06 15:46:55,51.8,68.3333,8.44,87,78,10.31
435,College,US,2022-02-06 15:46:55,64.8569,-147.8028,0.59,79,100,3.44
436,Jijiga,ET,2022-02-06 15:46:55,9.35,42.8,69.39,44,77,18.3
437,Durham,US,2022-02-06 15:42:36,36.0335,-78.8664,37.44,57,0,1.01
438,Palauig,PH,2022-02-06 15:46:56,15.435,119.9045,77.59,73,22,5.55
439,Erzincan,TR,2022-02-06 15:46:56,39.75,39.5,31.3,59,75,2.3
440,Los Llanos De Aridane,ES,2022-02-06 15:46:56,28.6585,-17.9182,68.13,62,20,18.99
441,Bengkulu,ID,2022-02-06 15:44:34,-3.8004,102.2655,77.0,83,98,7.43
442,Kargasok,RU,2022-02-06 15:46:57,59.0556,80.8572,13.64,94,100,5.59
443,Fredericksburg,US,2022-02-06 15:46:14,38.3032,-77.4605,33.1,58,0,4.0
444,Chute-Aux-Outardes,CA,2022-02-06 15:46:57,49.1168,-68.399,3.51,50,0,4.61
445,Dothan,US,2022-02-06 15:46:57,31.2232,-85.3905,48.83,68,0,3.0
446,Rio Gallegos,AR,2022-02-06 15:46:58,-51.6226,-69.2181,69.85,43,0,19.57
447,Migori,KE,2022-02-06 15:46:58,-1.0634,34.4731,69.67,66,100,6.67
448,Ruteng,ID,2022-02-06 15:46:58,-8.6136,120.4721,63.19,91,51,1.66
449,Quang Ngai,VN,2022-02-06 15:44:55,15.1167,108.8,69.64,92,100,3.31
450,Brokopondo,SR,2022-02-06 15:46:59,4.75,-55.1667,81.14,74,100,3.76
451,Paka,MY,2022-02-06 15:46:59,4.6374,103.4368,78.73,89,100,3.44
452,Morrope,PE,2022-02-06 15:46:59,-6.5417,-80.0111,75.31,58,97,11.32
453,Sudak,UA,2022-02-06 15:46:59,44.85,34.9667,38.01,69,35,7.09
454,Shimoda,JP,2022-02-06 15:47:00,34.6667,138.95,35.1,73,71,7.7
455,Mnogovershinnyy,RU,2022-02-06 15:47:00,53.9353,139.9242,-3.44,89,100,4.99
456,Shelburne,CA,2022-02-06 15:46:46,44.0787,-80.2041,22.14,83,87,19.13
457,Novovarshavka,RU,2022-02-06 15:47:00,54.1721,74.6946,9.18,81,67,9.53
458,Micheweni,TZ,2022-02-06 15:47:01,-4.9667,39.8333,80.96,79,100,5.77
459,Felanitx,ES,2022-02-06 15:48:01,39.4696,3.1483,59.45,72,72,2.21
460,Palu,ID,2022-02-06 15:48:01,-0.8917,119.8707,76.12,91,100,2.95
461,Labuan,MY,2022-02-06 15:48:02,5.2767,115.2417,82.76,74,20,7.0
462,Gelemso,ET,2022-02-06 15:48:02,8.8167,40.5167,67.96,37,40,8.03
463,Ishigaki,JP,2022-02-06 15:48:02,24.3448,124.1572,65.59,66,99,16.46
464,Hudiksvall,SE,2022-02-06 15:48:02,61.729,17.1036,29.73,82,17,7.47
465,Abu Samrah,SY,2022-02-06 15:48:03,35.3029,37.1841,49.03,79,92,8.3
466,Prachuap Khiri Khan,TH,2022-02-06 15:48:03,12.2167,99.75,79.68,68,39,3.18
467,Parabel,RU,2022-02-06 15:48:03,58.6978,81.4825,14.88,92,100,6.15
468,Kaeo,NZ,2022-02-06 15:48:04,-35.1,173.7833,74.32,98,100,5.35
469,Arkhipo-Osipovka,RU,2022-02-06 15:46:04,44.37,38.52,38.16,71,98,9.57
470,Udachnyy,RU,2022-02-06 15:48:04,66.4167,112.4,-15.56,91,99,3.31
471,Punto Fijo,VE,2022-02-06 15:48:04,11.6956,-70.1996,82.11,62,5,14.2
472,Haines Junction,CA,2022-02-06 15:48:04,60.7522,-137.5108,33.75,75,94,9.22
473,Nanga Eboko,CM,2022-02-06 15:48:05,4.6833,12.3667,94.87,13,57,2.75
474,Abalak,RU,2022-02-06 15:48:05,58.1286,68.5944,11.79,94,100,4.85
475,Assai,BR,2022-02-06 15:48:05,-23.3733,-50.8414,80.46,72,43,6.08
476,Kabala,SL,2022-02-06 15:48:05,9.5833,-11.55,97.43,7,1,5.37
477,Naze,JP,2022-02-06 15:48:06,28.3667,129.4833,51.66,66,100,11.83
478,Urusha,RU,2022-02-06 15:48:06,54.05,122.9,-12.21,96,21,2.91
479,Hamilton,US,2022-02-06 15:45:44,39.1834,-84.5333,32.04,76,0,1.01
480,Goderich,CA,2022-02-06 15:45:23,43.7501,-81.7165,23.92,79,100,21.85
481,Mopti,ML,2022-02-06 15:48:06,14.6667,-4.0,91.44,10,0,4.61
482,Dwarka,IN,2022-02-06 15:46:42,22.2394,68.9678,70.34,58,21,8.48
483,Qinhuangdao,CN,2022-02-06 15:48:07,39.9317,119.5883,25.77,47,56,5.3
484,Campobello Di Mazara,IT,2022-02-06 15:48:07,37.6358,12.7443,56.91,74,100,9.04
485,La Palma,US,2022-02-06 15:48:07,33.8464,-118.0467,68.04,26,0,2.3
486,Tarata,BO,2022-02-06 15:48:07,-17.6167,-66.0167,54.82,66,100,4.5
487,Gohad,IN,2022-02-06 15:48:08,26.4261,78.4447,57.2,52,0,5.48
488,Kirovsk,UA,2022-02-06 15:48:08,48.6375,38.6428,27.91,93,93,11.16
489,Ancud,CL,2022-02-06 15:48:08,-41.8697,-73.8203,74.23,67,9,6.31
490,Rudbar,AF,2022-02-06 15:48:08,30.15,62.6,58.57,23,0,8.79
491,Sitka,US,2022-02-06 15:48:09,57.0531,-135.33,44.49,81,100,21.85
492,Tiznit,MA,2022-02-06 15:48:09,29.5833,-9.5,74.57,16,14,10.02
493,Evensk,RU,2022-02-06 15:48:09,61.95,159.2333,5.45,59,0,12.06
494,Kirovskaya,RU,2022-02-06 15:48:10,46.9748,40.0402,30.87,81,100,15.82
495,Avera,US,2022-02-06 15:48:10,33.194,-82.5271,44.71,46,52,11.9
496,Bolobo,CD,2022-02-06 15:48:10,-2.1667,16.2333,90.61,40,32,4.09
497,Yulara,AU,2022-02-06 15:48:10,-25.2406,130.9889,75.04,31,0,8.05
498,Nizhniy Tsasuchey,RU,2022-02-06 15:48:10,50.5167,115.1333,0.64,97,93,3.85
499,Severnyy,RU,2022-02-06 15:48:11,50.677,36.5532,32.04,86,75,6.71
500,Khvastovichi,RU,2022-02-06 15:48:11,53.4694,35.0941,32.14,94,93,8.19
501,Constantine,DZ,2022-02-06 15:48:12,36.365,6.6147,58.41,54,40,11.5
502,Plastun,RU,2022-02-06 15:48:12,44.7561,136.2939,5.74,72,21,9.75
503,Payo,ID,2022-02-06 15:48:12,-3.7508,103.6372,72.77,97,100,2.77
504,Oistins,BB,2022-02-06 15:48:12,13.0667,-59.5333,84.29,65,75,21.85
505,Ransang,PH,2022-02-06 15:49:13,8.9603,117.5828,78.26,81,100,5.26
506,Port Moresby,PG,2022-02-06 15:49:13,-9.4431,147.1797,76.1,88,100,4.92
507,Berck,FR,2022-02-06 15:49:13,50.4,1.6,51.49,87,75,18.41
508,Barcelona,ES,2022-02-06 15:46:15,41.3888,2.159,60.78,59,20,5.01
509,Fort Nelson,CA,2022-02-06 15:46:43,58.8053,-122.7002,8.19,85,20,6.91
510,Vila Velha,BR,2022-02-06 15:49:11,-20.3297,-40.2925,87.75,76,40,8.01
511,Pangnirtung,CA,2022-02-06 15:46:56,66.1451,-65.7125,-33.56,92,94,3.15
512,Bathsheba,BB,2022-02-06 15:49:14,13.2167,-59.5167,84.81,65,75,21.85
513,Nador,MA,2022-02-06 15:49:14,35.174,-2.9287,64.47,77,75,9.22
514,Destin,US,2022-02-06 15:45:49,30.3935,-86.4958,50.13,66,0,8.05
515,Tual,ID,2022-02-06 15:49:14,-5.6667,132.75,83.23,75,100,7.29
516,Elizabeth City,US,2022-02-06 15:49:14,36.2946,-76.2511,39.22,69,75,11.5
517,Xam Nua,LA,2022-02-06 15:49:15,20.4197,104.0439,53.53,100,81,2.13
518,Baoning,CN,2022-02-06 15:49:15,25.3378,110.026,42.66,93,100,2.24
519,Uruzgan,AF,2022-02-06 15:49:15,32.8333,66.0,42.93,46,4,6.08
520,Crotone,IT,2022-02-06 15:49:16,39.0851,17.1178,57.15,76,0,5.75
521,Smolensk,RU,2022-02-06 15:49:16,55.0,33.0,29.89,93,96,8.97
522,Sarangani,PH,2022-02-06 15:49:16,5.4033,125.4636,81.52,78,68,28.03
523,Chegdomyn,RU,2022-02-06 15:49:16,51.1167,133.0167,-5.13,100,100,0.85
524,Bismarck,US,2022-02-06 15:49:17,46.8083,-100.7837,13.82,77,20,1.99
525,Manakara,MG,2022-02-06 15:49:17,-22.1333,48.0167,78.26,93,100,15.37
526,Waycross,US,2022-02-06 15:49:17,31.2136,-82.354,44.83,90,100,8.05
527,Ciudad Bolivar,VE,2022-02-06 15:49:18,8.1222,-63.5497,91.67,42,37,9.37
528,Hvittingfoss,NO,2022-02-06 15:49:18,59.4833,10.0167,37.69,57,5,3.0
